text,id,length,has_url,has_phone,label
🥳 긴급! <URL>에서 모든 음식 30% 할인! 지금 주문하면 무료 배달까지! 전화해보세요! 📞<PHONE>,C007776-03,61,1,1,1
🎈 본인인증만 하면 40% 할인 쿠폰을 드려요! <URL>에서 지금 확인해보세요!,C007776-04,45,1,0,1
✨ 한정 이벤트! <URL>에서 인기 메뉴를 주문하면 추가 20% 할인! 빨리 가세요! 📞<PHONE>,C007776-05,57,1,1,1
📚 당신의 독서 취향을 한층 업그레이드할 기회! 한 달 무료로 전자도서 사이트를 이용해보세요! <URL> 지금 바로 시작하세요! <PHONE>으로 문의!,C007785-01,85,1,1,1
🆓 독서에 미친 당신을 위한 한정 혜택! 전자도서 사이트에서 한 달 무료 구독 체험해보세요! <URL> 선착순으로 제공됩니다!,C007785-02,70,1,0,1
✨ 한 달 무료 전자도서 구독으로 원하는 책을 마음껏 읽어보세요! <URL> 기회를 놓치지 마세요! <PHONE>으로 자세히 알아보세요!,C007785-03,76,1,1,1
"📖 당신의 책 사랑, 한 달 무료로 지원합니다! 전자도서 사이트에서 다양한 도서를 만나보세요! <URL> 지금 신청하면 혜택이 있습니다!",C007785-04,76,1,0,1
🚀 독서 애호가를 위한 긴급 소식! 전자도서 사이트에서 한 달 무료 구독 기회를 드려요! <URL> 지금 바로 신청하세요! <PHONE>으로 문의!,C007785-05,82,1,1,1
🎉한정 이벤트! 이북 홈피에서 한 달 무료 사용권을 드려요!📚 관심 있으시면 지금 바로 확인해보세요! <URL> <PHONE>으로 문의하면 더 많은 혜택도 알려드려요!,C007786-01,93,1,1,1
📖책 좋아하시는 분들 주목! 이북 홈피에서 한 달 공짜 사용권을 선착순으로 드려요!🔥 자세한 내용은 <URL>에서 확인해보세요! <PHONE>으로도 문의 가능!,C007786-02,89,1,1,1
🚀긴급 소식! 이북 홈피에서 한 달 무료 사용권을 제공합니다! 책 읽는 재미를 더해보세요!🔍 지금 바로 <URL>를 클릭해보세요! <PHONE>으로도 문의해 주세요!,C007786-03,92,1,1,1
📚혜택 가득! 이북 홈피에서 한 달 동안 무료로 이용할 수 있는 기회를 놓치지 마세요!🎊 <URL>에서 자세한 내용을 확인해보세요! <PHONE>으로 연락하셔도 좋아요!,C007786-04,94,1,1,1
✨당첨 기회! 이북 홈피의 한 달 무료 사용권을 드립니다! 책을 사랑하는 당신에게 딱 맞는 혜택이에요!🔗 지금 <URL>에서 확인하세요! <PHONE>으로도 문의 가능합니다!,C007786-05,97,1,1,1
지금 바로 <URL>에서 한 달 무료 전자책 이용권을 받아보세요! 책을 사랑하는 당신에게 딱 맞는 기회입니다! <PHONE>으로 문의하시면 더 많은 혜택도 안내해드려요!,C007787-01,94,1,1,1
긴급! 한정 기간 동안 <URL>에서 전자책 한 달 무료 이용권을 드립니다! 놓치지 마세요! <PHONE>으로 자세한 정보를 문의하실 수 있습니다.,C007787-02,82,1,1,1
무료 전자책 한 달 이용권이 <URL>에서 기다리고 있어요! 독서의 즐거움을 만끽할 기회를 놓치지 마세요! <PHONE>으로 문의하시면 더 많은 정보도 드려요!,C007787-03,89,1,1,1
한정 이벤트! <URL>에서 전자책 한 달 무료 이용권을 신청하세요! 독서의 새로운 세계가 열립니다! <PHONE>으로 자세한 안내를 받으실 수 있습니다.,C007787-04,86,1,1,1
"당신을 위한 특별한 혜택! <URL>에서 한 달 무료 전자책 이용권을 신청하면, 무한한 독서의 세계가 펼쳐집니다! <PHONE>으로 자세한 사항 문의하세요!",C007787-05,87,1,1,1
무료 한 달 구독권으로 최신 책들을 마음껏 읽어보세요! <URL> 더 이상 놓치지 마세요! <PHONE>으로 문의하세요!,C007788-01,67,1,1,1
지금 가입하면 한 달 동안 무료로 모든 책을 즐길 수 있습니다! <URL> 선착순이니 서둘러요! <PHONE> 문의도 환영합니다!,C007788-02,72,1,1,1
책을 사랑하는 당신을 위해 한 달 무료 구독권을 드립니다! <URL> 바로 신청하세요! <PHONE>으로 궁금한 점 물어보세요!,C007788-03,71,1,1,1
정기구독 시 한 달 무료 혜택이 기다리고 있어요! <URL> 지금 바로 확인해보세요! <PHONE>으로 문의 가능해요!,C007788-04,66,1,1,1
한 달 동안 무료로 다양한 책을 경험해보세요! <URL> 기회를 놓치지 마세요! <PHONE>도 연락주세요!,C007788-05,60,1,1,1
과학 박람회가 곧 열립니다! 무료 입장 기회를 놓치지 마세요! 자세한 내용은 <URL>에서 확인하세요! <PHONE>으로 문의하면 더 많은 혜택을 드립니다!,C007789-01,87,1,1,1
과학에 관심 없던 분들도 즐길 수 있는 재미있는 체험이 가득한 과학 박람회! 한정 무료 티켓이 남아있어요! 지금 바로 <URL>를 방문하세요!,C007789-02,79,1,0,1
이제 과학이 어렵지 않아요! 무료 체험 부스와 경품이 가득한 과학 박람회에 초대합니다! <URL>를 통해 자세한 내용을 확인하세요! <PHONE>으로 문의하셔도 좋아요!,C007789-03,94,1,1,1
과학 박람회에서 놀라운 경험을 해보세요! 선착순 무료 입장 혜택을 제공하니 지금 바로 <URL>에 방문해보세요! <PHONE>으로도 문의 가능합니다!,C007789-04,83,1,1,1
과학을 모르더라도 걱정하지 마세요! 재미있고 유익한 과학 박람회에 무료로 초대합니다! 자세한 내용은 <URL>에서 확인하세요! <PHONE>으로 문의하시면 추가 혜택도 드려요!,C007789-05,98,1,1,1
과학 박람회에 무료 초대합니다! 누구나 참여 가능하니 지금 바로 신청하세요! <URL> <PHONE>,C007790-01,56,1,1,1
과학 박람회에서 한정된 혜택을 드려요! 과학에 관심 없는 분들도 즐길 수 있는 재미있는 체험이 가득합니다! <URL>,C007790-02,65,1,0,1
모두를 위한 과학 박람회! 무료 입장으로 다양한 체험을 즐기세요! 지금 바로 등록하세요! <URL> <PHONE>,C007790-03,63,1,1,1
과학이 어렵다고 생각하시나요? 무료로 참여할 수 있는 과학 박람회에서 놀라운 경험을 해보세요! <URL>,C007790-04,58,1,0,1
긴급 공지! 과학 박람회에 무료로 참여할 기회를 놓치지 마세요! 재미있는 체험이 기다리고 있습니다! <URL>,C007790-05,61,1,0,1
"과학 박람회에 초대합니다! 무료 입장 혜택이 있어요. 당신도 놀라운 과학의 세계를 경험해보세요! 자세한 내용은 <URL>에서 확인하고, 궁금한 점은 <PHONE>으로 문의하세요!",C007791-01,99,1,1,1
과학을 사랑하지 않아도 괜찮아요! 한정된 시간 동안 무료로 참여할 수 있는 과학 박람회에 초대합니다! 지금 바로 <URL>에서 확인하세요!,C007791-02,77,1,0,1
당신의 뇌를 자극할 과학 박람회! 무료로 입장할 수 있는 기회를 놓치지 마세요! 자세한 사항은 <URL>를 방문하고 <PHONE>으로 문의해보세요!,C007791-03,82,1,1,1
과학 박람회에 오세요! 한정된 무료 입장권이 준비되어 있습니다. 다양한 체험과 놀라운 발견이 기다리고 있어요! <URL>를 확인하세요!,C007791-04,75,1,0,1
과학 박람회에서 당신의 호기심을 채워보세요! 무료 참여 기회를 놓치지 마세요! 자세한 내용은 <URL>에서 확인하고 <PHONE>으로 문의하세요!,C007791-05,81,1,1,1
과학 박람회에 오세요! 기초 과학도 쉽게 배우고 재미있는 체험도 가득해요! 무료 입장으로 다양한 혜택을 누리세요! 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의하셔도 좋아요!,C007792-01,107,1,1,1
과학 박람회가 여러분을 기다리고 있습니다! 무료 체험과 다양한 놀거리가 준비되어 있으니 놓치지 마세요! 지금 바로 <URL>를 방문해 보세요! 궁금한 점은 <PHONE>으로 연락주세요!,C007792-02,103,1,1,1
과학 박람회에 초대합니다! 과학을 어렵게 생각하지 마세요. 무료로 즐길 수 있는 흥미로운 체험이 가득해요! 자세한 사항은 <URL>를 확인하세요. <PHONE>으로 문의해도 좋습니다!,C007792-03,102,1,1,1
과학 박람회가 열립니다! 과학이 쉽고 재미있다는 걸 경험해보세요. 무료로 참여할 수 있는 기회를 놓치지 마세요! 더 알아보려면 <URL>를 방문해 주세요! <PHONE>으로 연락하셔도 됩니다!,C007792-04,107,1,1,1
모든 상품 무료 배송! <URL>에서 지금 바로 쇼핑하세요! <PHONE>으로 문의하시면 추가 혜택도 드려요!,C007793-01,61,1,1,1
긴급 공지! 모든 상품이 무료 배송 중입니다! <URL>를 방문해보세요! <PHONE>으로도 상담 가능합니다.,C007793-02,61,1,1,1
한정 이벤트! 모든 상품 무료 배송 혜택을 놓치지 마세요! 자세한 내용은 <URL>에서 확인하세요!,C007793-03,55,1,0,1
지금 주문하면 모든 상품이 무료 배송됩니다! <URL>로 가서 확인해보세요! <PHONE>으로 문의하시면 더 많은 혜택이 있습니다.,C007793-04,73,1,1,1
특별한 혜택! 모든 상품 무료 배송 중! <URL>를 통해 지금 바로 주문하세요! <PHONE>으로 연락주시면 추가 할인도 가능합니다.,C007793-05,75,1,1,1
지금 주문하면 모든 상품이 무료 배송이에요! 한정 혜택 놓치지 마세요! <URL> <PHONE>으로 문의하세요.,C007794-01,62,1,1,1
아직 무료 배송 이벤트 진행 중이에요! 지금 구매하면 택배비는 걱정 없어요! 자세한 내용은 <URL> 확인해보세요!,C007794-02,64,1,0,1
한정 기간 동안 주문하시면 무료 배송 혜택을 드려요! 놓치지 마세요! 더 많은 정보는 <URL>에서!,C007794-03,56,1,0,1
전 품목 무료 배송 중입니다! 지금 바로 주문하세요! <URL> <PHONE>으로 상담 가능합니다!,C007794-04,55,1,1,1
이번 주에만 무료 배송 이벤트 진행 중이에요! 지금 주문하고 혜택 받아가세요! <URL>,C007794-05,49,1,0,1
🎉 상품이 지금 무료 발송 중입니다! 어떤 제품이든 상관없이 무료로 받아보세요! 자세한 내용은 <URL> 방문하세요!,C007795-01,65,1,0,1
🎁 한정된 시간 동안 모든 상품 무료 발송 혜택! 지금 바로 확인해보세요! <URL>,C007795-02,47,1,0,1
🔥 긴급! 특정 금액 이상 구매 시 모든 상품 무료 발송! 자세한 내용은 <URL>에서 확인하세요! <PHONE>,C007795-03,63,1,1,1
🚀 지금 구매하면 모든 상품 무료 발송! 기회를 놓치지 마세요! <URL>,C007795-04,41,1,0,1
✨ 한정 혜택! 지금 주문하시면 모든 상품 무료 발송! 자세한 사항은 <URL>에서 확인하세요!,C007795-05,53,1,0,1
지금 모든 상품을 무료로 배송해드립니다! 한정 혜택 놓치지 마세요. 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의도 가능!,C007796-01,78,1,1,1
모든 상품 무료 배송 이벤트 진행 중! 긴급하게 확인하세요! 자세한 사항은 <URL>를 방문해 주세요! <PHONE>으로 연락 주셔도 좋아요!,C007796-02,79,1,1,1
지금 구매하시면 모든 상품이 무료로 배송됩니다! 혜택을 놓치지 마세요! <URL>에서 확인하세요. <PHONE>으로도 문의 가능!,C007796-03,72,1,1,1
한정 기간 동안 모든 상품 무료 배송 중입니다! 지금 바로 확인해 보세요! <URL>에서 자세히 알아보세요. <PHONE>도 가능합니다!,C007796-04,76,1,1,1
모든 상품 무료 배송! 이번 기회를 놓치지 마세요. 자세한 정보는 <URL>에서 확인해 주세요! <PHONE>으로 문의 가능합니다!,C007796-05,73,1,1,1
긴급! 지금 바로 <URL>에 방문하시면 한정 혜택을 드립니다! <PHONE>으로 문의하세요!,C007797-01,52,1,1,1
무료 체험 기회를 놓치지 마세요! <URL>에서 특별 할인 혜택을 확인해보세요!,C007797-02,44,1,0,1
당첨의 기회! <URL>에서 신제품을 무료로 받아보세요! <PHONE>으로 자세한 정보 확인!,C007797-03,52,1,1,1
계정 정지 위험! 지금 <URL>에서 본인인증하고 특별 혜택을 누리세요! <PHONE>으로 상담 가능!,C007797-05,57,1,1,1
긴급! 당신만을 위한 한정 무료 혜택! 지금 <URL>를 방문하고 <PHONE>으로 연락주세요!,C007798-01,53,1,1,1
당첨! 놀라운 선착순 이벤트가 열립니다! 자세한 내용은 <URL>에서 확인하고 <PHONE>으로 문의하세요!,C007798-02,60,1,1,1
환급 보장! 지금 <URL>를 통해 특별한 혜택을 누리세요! 궁금한 점은 <PHONE>으로 연락주세요!,C007798-03,57,1,1,1
본인인증 후 무료로 제공되는 특별한 상품! 지금 <URL>에서 신청하세요!,C007798-04,41,1,0,1
긴급한 소식! 한정 수량의 상품을 <URL>에서 만나보세요! <PHONE>으로 문의하면 더 많은 정보를 드립니다!,C007798-05,63,1,1,1
긴급! 지금 가입하면 무료 혜택이 가득! <URL>에서 확인하세요! <PHONE>으로 문의해 주세요.,C007799-01,56,1,1,1
한정! 이번 주 안에 등록하면 당첨 확률 100%! 자세한 내용은 <URL> 클릭! <PHONE>으로 문의 가능!,C007799-02,63,1,1,1
무료 체험 기회! 지금 신청하면 계정정지 걱정 없이 즐길 수 있어요! <URL>에서 자세히 알아보세요! <PHONE>으로 문의해 주세요.,C007799-03,76,1,1,1
선착순! 지금 가입하면 특별 환급 혜택이! 서둘러 <URL> 클릭하고 <PHONE>으로 문의하세요!,C007799-04,55,1,1,1
긴급! 이번 달 한정 무료 이벤트! <URL>에서 신청하고 <PHONE>으로 궁금한 점 물어보세요!,C007799-05,55,1,1,1
지금 가입하시면 무료로 50% 할인 혜택을 드립니다! 자세한 내용은 <URL>에서 확인하세요. <PHONE>으로 문의 주시면 더 많은 정보를 알려드립니다!,C007800-01,86,1,1,1
"한정 이벤트! 오늘만 본인인증 후 10,000원 환급 혜택을 드립니다! 서둘러서 <URL>를 방문해보세요! <PHONE>으로도 확인 가능!",C007800-02,77,1,1,1
긴급 공지! 선착순 100명에게 무료 체험 기회를 드립니다! 자세한 사항은 <URL>를 참고하세요. <PHONE>으로도 문의해주세요!,C007800-03,74,1,1,1
"당첨자 발표! 당신이 선택한 상품이 무료로 제공됩니다! <URL>에서 확인하시고, <PHONE>으로 연락주세요!",C007800-04,62,1,1,1
특별 혜택! 계정정지 위험을 피하고 무료로 업그레이드 받으세요! 자세한 내용은 <URL>를 방문하세요. <PHONE>으로도 안내해 드립니다!,C007800-05,78,1,1,1
긴급! 지금 가입하면 최대 50% 할인 혜택이 제공됩니다. 자세한 내용은 <URL>를 확인하세요!,C007801-01,54,1,0,1
무료 샘플 제공! 지금 신청하시면 <PHONE>으로 확인 가능합니다. 서두르세요! 확인: <URL>,C007801-02,55,1,1,1
한정 이벤트! <URL>에서만 만나볼 수 있는 특별 할인 혜택을 놓치지 마세요!,C007801-03,44,1,0,1
당첨 확인! 당신의 계정이 <PHONE>으로 인증되면 특별 선물이 기다리고 있어요! 확인: <URL>,C007801-04,56,1,1,1
지금 방문하시면 무료로 제공되는 특별 아이템을 받아보실 수 있습니다! <URL>에서 확인하세요.,C007801-05,53,1,0,1
긴급! 지금 가입하면 100% 무료 혜택을 드려요! 자세한 내용은 <URL>에서 확인하세요! <PHONE>으로 문의해 주세요!,C007802-01,70,1,1,1
한정 세일! 저렴한 가격에 인기 상품을 만나보세요! 지금 바로 <URL>를 방문해 주세요! <PHONE>으로 상담 가능합니다.,C007802-02,70,1,1,1
당첨 기회! 무료 상품권을 드립니다! 빠르게 <URL>를 클릭하고 참여하세요! <PHONE>으로도 문의 가능해요!,C007802-03,63,1,1,1
신규 가입자 혜택! 오늘만 무료 쿠폰을 받아가세요! <URL>에서 확인 후 신청해 주세요! <PHONE>으로도 도움 드립니다!,C007802-04,70,1,1,1
본인 인증 후 특별 할인 혜택을 놓치지 마세요! 자세한 내용은 <URL>에서 확인하세요! <PHONE>으로 연락 주시면 안내해 드립니다.,C007802-05,76,1,1,1
"🎉 지금 가입하시면 무료 상품권 10,000원 증정! 한정 기간 동안만 제공하니 서두르세요! 자세한 내용은 <URL>에서 확인하세요. <PHONE>",C007803-01,82,1,1,1
💰 당신의 소중한 기회를 놓치지 마세요! 이번 주에만 특별 할인 혜택이 있습니다. 자세한 내용은 <URL>를 방문해 주세요!,C007803-02,69,1,0,1
🚨 긴급! 한정 수량으로 제공되는 무료 체험 기회! 지금 바로 신청하세요! <URL>에서 더 많은 정보를 확인할 수 있어요. <PHONE>,C007803-03,77,1,1,1
🏆 당신도 당첨될 수 있어요! 지금 참여하시면 특별한 경품을 드립니다! 서둘러서 <URL>를 방문해 보세요!,C007803-04,60,1,0,1
🔥 한정 이벤트! 본인인증 후에만 받을 수 있는 특별 혜택을 놓치지 마세요! 자세한 사항은 <URL>에서 확인하세요!,C007803-05,65,1,0,1
한정 기간 동안 무료 체험 기회를 드립니다! 지금 바로 <URL>에서 신청하세요! <PHONE>으로 문의 가능합니다!,C007804-01,65,1,1,1
긴급! 오늘까지 당첨될 수 있는 특별 이벤트가 진행 중입니다! <URL>를 클릭하고 확인하세요!,C007804-02,53,1,0,1
혜택이 가득한 기회를 놓치지 마세요! <URL>에서 바로 신청하면 추가 보너스도 드려요!,C007804-03,49,1,0,1
선착순 100명에게만 제공되는 무료 상품! 지금 <URL>를 통해 신청하세요! <PHONE>으로 더 많은 정보를 확인하세요!,C007804-04,69,1,1,1
본인인증 후 특별한 혜택을 드립니다! <URL>를 방문해 확인해 보세요!,C007804-05,40,1,0,1
🎉한정 이벤트! 지금 가입하면 <URL>에서 특별한 혜택을 드립니다! 빠르게 확인하세요! <PHONE>.,C007805-01,58,1,1,1
🔥긴급 공지! <URL>에서 무료 체험 기회를 놓치지 마세요! 기회는 단 한 번뿐! <PHONE>.,C007805-02,55,1,1,1
💥당첨의 기회! 지금 <URL>를 방문하시면 특별한 상품을 드립니다! 서두르세요!,C007805-03,45,1,0,1
🎁무료로 제공되는 혜택! <URL>를 통해 지금 신청하세요! 기회는 한정적입니다! <PHONE>.,C007805-04,54,1,1,1
🚀선착순 이벤트! <URL>에서 특별한 보상을 확인하세요! 기회를 놓치지 마세요!,C007805-05,45,1,0,1
축하합니다! <인물>님께 특별한 이벤트 소식 전해드려요! 지금 <URL>에서 한정 무료 혜택을 확인해보세요! <PHONE>으로 문의하셔도 좋아요!,C007806-01,81,1,1,1
"긴급공지! <인물>님, <URL>에서 특별 이벤트에 참여하면 당첨의 기회가! 놓치지 마세요! <PHONE>으로 문의 가능합니다!",C007806-02,71,1,1,1
"안녕하세요, <인물>님! <URL>에서 제공하는 한정 무료 혜택이 있으니 꼭 확인해보세요! <PHONE>으로도 언제든지 연락주세요!",C007806-03,73,1,1,1
"특별 이벤트 소식! <인물>님, <URL>를 통해 본인인증 후 무료 혜택을 받아보세요! <PHONE>으로 더 많은 정보 드려요!",C007806-04,71,1,1,1
"<인물>님, 긴급한 소식입니다! <URL>에서 무료 이벤트에 참여하실 수 있어요! <PHONE>으로 자세한 내용 문의하세요!",C007806-05,69,1,1,1
🎉축하합니다! 당신은 특별한 한정 이벤트에 당첨되셨습니다! 지금 <URL>를 클릭하고 무료 혜택을 확인하세요! 😍,C007807-01,63,1,0,1
🚨긴급! 지금 바로 <URL>를 방문하시면 선착순으로 특별 할인 혜택을 드립니다! <PHONE>으로 문의해 주세요!,C007807-02,64,1,1,1
🎁무료 상품을 받을 기회를 놓치지 마세요! <URL>를 클릭하고 지금 바로 본인인증을 해주세요!,C007807-03,53,1,0,1
🔔당신의 계정이 정지될 위험이 있습니다! <URL>를 통해 긴급하게 인증해 주세요! 혜택이 사라질 수 있습니다!,C007807-04,62,1,0,1
✨한정 이벤트! 지금 <URL>를 통해 특별한 혜택을 누리세요! <PHONE>으로 궁금한 점 문의 가능!,C007807-05,58,1,1,1
안녕하세요! 한정 이벤트 소식입니다! 지금 가입하시면 특별한 혜택이 주어져요. 자세한 내용은 <URL>에서 확인하세요! <PHONE>으로도 문의 가능해요!,C007808-01,86,1,1,1
긴급! 무료 상품 증정 이벤트가 진행 중입니다! 서둘러 <URL>를 클릭하여 자세한 정보를 확인하세요! <PHONE>으로 문의하시면 더욱 빠른 안내 가능합니다!,C007808-02,89,1,1,1
